transcription,recording_id,audio
saudia one oh six is identified good afternoon ,011_0241,atcosim/WAVdata/sm2/sm2_01/sm2_01_078.wav
lufthansa four two zero seven turn now left to delta kilo bravo ,011_0242,atcosim/WAVdata/sm2/sm2_01/sm2_01_079.wav
speedbird one two nine contact rhein radar one three two decimal four ,011_0243,atcosim/WAVdata/sm2/sm2_01/sm2_01_080.wav
golf juliett india turn right to herbi intersection ,011_0244,atcosim/WAVdata/sm2/sm2_01/sm2_01_081.wav
hapag lloyd one one two contact rhein radar one two seven decimal three seven ,011_0245,atcosim/WAVdata/sm2/sm2_01/sm2_01_082.wav
lufthansa four two zero seven contact rhein radar one two seven decimal three seven ,011_0246,atcosim/WAVdata/sm2/sm2_01/sm2_01_083.wav
lufthansa four thousand seven hundred contact zurich one three four decimal six good bye ,011_0247,atcosim/WAVdata/sm2/sm2_01/sm2_01_084.wav
lufthansa three five five zero is identified continue climb to flight level two five zero initially ,011_0248,atcosim/WAVdata/sm2/sm2_01/sm2_01_085.wav
[EMPTY] ,011_0249,atcosim/WAVdata/sm2/sm2_01/sm2_01_086.wav
hotel bravo india tango romeo is identified ,011_0250,atcosim/WAVdata/sm2/sm2_01/sm2_01_087.wav
lufthansa three five five zero continue climb to flight level two nine zero climb at one thousand two hundred feet per minute or more ,011_0251,atcosim/WAVdata/sm2/sm2_01/sm2_01_088.wav
saudia one zero six contact rhein radar one two three decimal four ,011_0252,atcosim/WAVdata/sm2/sm2_01/sm2_01_089.wav
golf juliett india turn right to trasadingen ,011_0253,atcosim/WAVdata/sm2/sm2_01/sm2_01_090.wav
lufthansa four two zero seven rhein ,011_0254,atcosim/WAVdata/sm2/sm2_01/sm2_01_091.wav
ah lufthansa four two zero nine is identified ,011_0255,atcosim/WAVdata/sm2/sm2_01/sm2_01_092.wav
bee med one is identified ,011_0256,atcosim/WAVdata/sm2/sm2_01/sm2_01_093.wav
alitalia six four seven four contact rhein radar one two seven decimal three seven ,011_0257,atcosim/WAVdata/sm2/sm2_01/sm2_01_094.wav
lufthansa four two zero nine turn left direct to dinkelsbuhl delta kilo bravo ,011_0258,atcosim/WAVdata/sm2/sm2_01/sm2_01_095.wav
sabena eight three six is identified ,011_0259,atcosim/WAVdata/sm2/sm2_01/sm2_01_096.wav
lufthansa five five zero four i'll call you back ,011_0260,atcosim/WAVdata/sm2/sm2_01/sm2_01_097.wav
lufthansa three five five zero is cleared to trasadingen ,011_0261,atcosim/WAVdata/sm2/sm2_01/sm2_01_098.wav
hotel bravo india tango romeo contact rhein radar one two seven decimal three seven ,011_0262,atcosim/WAVdata/sm2/sm2_01/sm2_01_099.wav
delta india mike mike echo is identified climb initially to flight level two seven zero ,011_0263,atcosim/WAVdata/sm2/sm2_01/sm2_01_100.wav
good afternoon alitalia one five zero you're identified ,011_0264,atcosim/WAVdata/sm2/sm2_01/sm2_01_101.wav
scandinavian six one seven is identified ,011_0265,atcosim/WAVdata/sm2/sm2_01/sm2_01_102.wav
golf juliett india contact zurich radar one three three decimal four ,011_0266,atcosim/WAVdata/sm2/sm2_01/sm2_01_103.wav
sabena three zero two identified good afternoon ,011_0267,atcosim/WAVdata/sm2/sm2_01/sm2_01_104.wav
lufthansa four two zero nine contact rhein radar one three two decimal four ,011_0268,atcosim/WAVdata/sm2/sm2_01/sm2_01_105.wav
cross air eight five eight is identified proceed to gotil ,011_0269,atcosim/WAVdata/sm2/sm2_01/sm2_01_106.wav
affirm ,011_0270,atcosim/WAVdata/sm2/sm2_01/sm2_01_107.wav
ah cross air eight five eight disregard gotil fly heading three one zero ,011_0271,atcosim/WAVdata/sm2/sm2_01/sm2_01_108.wav
sabena eight three six contact rhein radar one two seven decimal three seven ,011_0272,atcosim/WAVdata/sm2/sm2_01/sm2_01_109.wav
delta mike mike echo report present heading ,011_0273,atcosim/WAVdata/sm2/sm2_01/sm2_01_110.wav
roger delta mike echo maintain heading one seven one ,011_0274,atcosim/WAVdata/sm2/sm2_01/sm2_01_111.wav
affirm even after passing neckar ,011_0275,atcosim/WAVdata/sm2/sm2_01/sm2_01_112.wav
ah delta mike mike echo continue climb to flight level two nine zero ,011_0276,atcosim/WAVdata/sm2/sm2_01/sm2_01_113.wav
lufthansa three five five zero contact zurich one three four decimal six ,011_0277,atcosim/WAVdata/sm2/sm2_01/sm2_01_114.wav
good afternoon adria one six two seven identified ,011_0278,atcosim/WAVdata/sm2/sm2_01/sm2_01_115.wav
ah lufthansa five five zero four turn right ten degrees report new heading ,011_0279,atcosim/WAVdata/sm2/sm2_01/sm2_01_116.wav
thank you ,011_0280,atcosim/WAVdata/sm2/sm2_01/sm2_01_117.wav
merair six nine five two is identified to climb to flight level two seven zero proceed direct to trasadingen ,011_0281,atcosim/WAVdata/sm2/sm2_01/sm2_01_118.wav
lufthansa disregard ,011_0282,atcosim/WAVdata/sm2/sm2_01/sm2_01_119.wav
bee med one contact rhein one three two decimal four ,011_0283,atcosim/WAVdata/sm2/sm2_01/sm2_01_120.wav
no bee med one the london airtours ,011_0284,atcosim/WAVdata/sm2/sm2_01/sm2_01_121.wav
scandinavian six one seven descend to flight level two nine zero descend at one thousand five hundred feet per minute or more ,011_0285,atcosim/WAVdata/sm2/sm2_01/sm2_01_122.wav
lufthansa five five zero four climb now to flight level three three zero ,011_0286,atcosim/WAVdata/sm2/sm2_01/sm2_01_123.wav
good afternoon tarom three seven four identified ,011_0287,atcosim/WAVdata/sm2/sm2_01/sm2_01_124.wav
lufthansa five five zero four turn right heading two hundred ,011_0288,atcosim/WAVdata/sm2/sm2_01/sm2_01_125.wav
cross air eight five eight resume now own navigation to november tango mike ,011_0289,atcosim/WAVdata/sm2/sm2_01/sm2_01_126.wav
affirm cross air eight five eight contact rhein radar one two seven decimal three seven ,011_0290,atcosim/WAVdata/sm2/sm2_01/sm2_01_127.wav
sabena three zero two likewise rhein one two seven decimal three seven ,011_0291,atcosim/WAVdata/sm2/sm2_01/sm2_01_128.wav
britannia three zero six alfa is identified good afternoon ,011_0292,atcosim/WAVdata/sm2/sm2_01/sm2_01_129.wav
nato one zero is identified ,011_0293,atcosim/WAVdata/sm2/sm2_01/sm2_01_130.wav
ah lufthansa five five zero four proceed now own navigation to trasadingen tango romeo alfa ,011_0294,atcosim/WAVdata/sm2/sm2_01/sm2_01_131.wav
affirm ,011_0295,atcosim/WAVdata/sm2/sm2_01/sm2_01_132.wav
delta mike echo turn right heading one eight five ,011_0296,atcosim/WAVdata/sm2/sm2_01/sm2_01_133.wav
malaysian ah four is identified ,011_0297,atcosim/WAVdata/sm2/sm2_01/sm2_01_134.wav
lufthansa five five zero four contact zurich one three four decimal six ,011_0298,atcosim/WAVdata/sm2/sm2_01/sm2_01_135.wav
meridiana six nine five two climb flight level two nine zero ,011_0299,atcosim/WAVdata/sm2/sm2_01/sm2_01_136.wav
adria one six two seven contact rhein one three two decimal four ,011_0300,atcosim/WAVdata/sm2/sm2_01/sm2_01_137.wav
alitalia two nine one is identified ,011_0301,atcosim/WAVdata/sm2/sm2_01/sm2_01_138.wav
gulf air five is in radar contact ,011_0302,atcosim/WAVdata/sm2/sm2_01/sm2_01_139.wav
merair six nine four four is identified you're cleared to tango romeo alfa to climb flight level two seven zero ,011_0303,atcosim/WAVdata/sm2/sm2_01/sm2_01_140.wav
swissair nine three five nine is identified ,011_0304,atcosim/WAVdata/sm2/sm2_01/sm2_01_141.wav
lufthansa five two one seven is identified proceed to dinkelsbuhl delta kilo bravo ,011_0305,atcosim/WAVdata/sm2/sm2_01/sm2_01_142.wav
alitalia two nine one turn right to trasadingen ,011_0306,atcosim/WAVdata/sm2/sm2_01/sm2_01_143.wav
tarom three seven four contact rhein radar one three two decimal four ,011_0307,atcosim/WAVdata/sm2/sm2_01/sm2_01_144.wav
egyptair eight eight four is identified ,011_0308,atcosim/WAVdata/sm2/sm2_01/sm2_01_145.wav
britannia three zero six alfa contact rhein radar one three two decimal four ,011_0309,atcosim/WAVdata/sm2/sm2_01/sm2_01_146.wav
swissair nine three five nine descend now flight level three three zero descend at two thousand feet per minute or more ,011_0310,atcosim/WAVdata/sm2/sm2_01/sm2_01_147.wav
delta charlie india november alfa is identified climb flight level two seven zero report your heading ,011_0311,atcosim/WAVdata/sm2/sm2_01/sm2_01_148.wav
roger delta november alfa maintain heading after passing neckar ,011_0312,atcosim/WAVdata/sm2/sm2_01/sm2_01_149.wav
alitalia one three five is identified ,011_0313,atcosim/WAVdata/sm2/sm2_01/sm2_01_150.wav
tunair four eight zero two is identified ,011_0314,atcosim/WAVdata/sm2/sm2_01/sm2_01_151.wav
sunwing five two one four is in radar contact ,011_0315,atcosim/WAVdata/sm2/sm2_01/sm2_01_152.wav
alitalia one three five descend to flight level two nine zero ,011_0316,atcosim/WAVdata/sm2/sm2_01/sm2_01_153.wav
[EMPTY] ,011_0317,atcosim/WAVdata/sm2/sm2_01/sm2_01_154.wav
sunwing five two one two is identified ,011_0318,atcosim/WAVdata/sm2/sm2_01/sm2_01_155.wav
meridiana six nine five two contact zurich <OT> ah he is gone already </OT> ,011_0319,atcosim/WAVdata/sm2/sm2_01/sm2_01_156.wav
delta mike echo maintain heading report your heading to zurich contact zurich one three four decimal six ,011_0320,atcosim/WAVdata/sm2/sm2_01/sm2_01_157.wav
scandinavian six one seven contact zurich radar one three four decimal six ,011_0321,atcosim/WAVdata/sm2/sm2_01/sm2_01_158.wav
alitalia one five zero ahm contact rhein radar one two seven decimal three seven ,011_0322,atcosim/WAVdata/sm2/sm2_01/sm2_01_159.wav
alitalia three six nine is identified ,011_0323,atcosim/WAVdata/sm2/sm2_01/sm2_01_160.wav
malaysian four contact rhein one two seven decimal three seven ,011_0324,atcosim/WAVdata/sm2/sm2_01/sm2_01_161.wav
nato ten same freq rhein radar one two seven decimal three seven ,011_0325,atcosim/WAVdata/sm2/sm2_01/sm2_01_162.wav
and gulf air zero zero five likewise rhein one two seven decimal three seven ,011_0326,atcosim/WAVdata/sm2/sm2_01/sm2_01_163.wav
merair six nine four four climb to flight level two nine zero ,011_0327,atcosim/WAVdata/sm2/sm2_01/sm2_01_164.wav
swissair s= nine three five nine contact rhein radar one three two decimal four ,011_0328,atcosim/WAVdata/sm2/sm2_01/sm2_01_165.wav
lufthansa five two one seven rhein radar one three two decimal four ,011_0329,atcosim/WAVdata/sm2/sm2_01/sm2_01_166.wav
alitalia two nine one contact zurich one three four decimal six ,011_0330,atcosim/WAVdata/sm2/sm2_01/sm2_01_167.wav
egyptair eight eight four contact rhein radar one three two decimal four ,011_0331,atcosim/WAVdata/sm2/sm2_01/sm2_01_168.wav
air algerie two zero seven three is identified fly heading one eight five climb to flight level two seven zero ,011_0332,atcosim/WAVdata/sm2/sm2_01/sm2_01_169.wav
delta india bravo echo charlie is identified ,011_0333,atcosim/WAVdata/sm2/sm2_01/sm2_01_170.wav
ah calling rhein last say again ,011_0334,atcosim/WAVdata/sm2/sm2_01/sm2_01_171.wav
six nine five two you should have contacted zurich already one three four decimal six ,011_0335,atcosim/WAVdata/sm2/sm2_01/sm2_01_172.wav
alitalia three six nine descend now to flight level two nine zero descend at one thousand feet per minute or more ,011_0336,atcosim/WAVdata/sm2/sm2_01/sm2_01_173.wav
yeah that's okay i just need a thousand feet a minute ,011_0337,atcosim/WAVdata/sm2/sm2_01/sm2_01_174.wav
merair six nine four four contact zurich one three four decimal six ,011_0338,atcosim/WAVdata/sm2/sm2_01/sm2_01_175.wav
delta november alfa fly heading one seven five ,011_0339,atcosim/WAVdata/sm2/sm2_01/sm2_01_176.wav
aero lloyd five six two is identified climb to flight level two nine zero proceed direct to trasadingen ,011_0340,atcosim/WAVdata/sm2/sm2_01/sm2_01_177.wav
lufthansa four two one nine is identified proceed direct to delta kilo bravo ,011_0341,atcosim/WAVdata/sm2/sm2_01/sm2_01_178.wav
alitalia three six nine turn now right direct to tango romeo alfa ,011_0342,atcosim/WAVdata/sm2/sm2_01/sm2_01_179.wav
scandinavian six eight seven is identified ,011_0343,atcosim/WAVdata/sm2/sm2_01/sm2_01_180.wav
alitalia four six nine is identified ,011_0344,atcosim/WAVdata/sm2/sm2_01/sm2_01_181.wav
algerie two zero seven three turn right direct to hotel oscar charlie afterwards proceed to st prex flight planned route ,011_0345,atcosim/WAVdata/sm2/sm2_01/sm2_01_182.wav
three five zero eight is identified climb flight level two f= seven zero ,011_0346,atcosim/WAVdata/sm2/sm2_01/sm2_01_183.wav
delta echo charlie turn left to delta kilo bravo ,011_0347,atcosim/WAVdata/sm2/sm2_01/sm2_01_184.wav
[EMPTY] ,011_0348,atcosim/WAVdata/sm2/sm2_01/sm2_01_185.wav
ah delta echo charlie i'm not sure whether you got it you proceed to dinkelsbuhl ,011_0349,atcosim/WAVdata/sm2/sm2_01/sm2_01_186.wav
roger delta echo charlie descend to flight level three seven zero ,011_0350,atcosim/WAVdata/sm2/sm2_01/sm2_01_187.wav
alitalia one three five contact zurich one three four decimal six ,011_0351,atcosim/WAVdata/sm2/sm2_01/sm2_01_188.wav
delta ,011_0352,atcosim/WAVdata/sm2/sm2_01/sm2_01_189.wav
yes go ahead ,011_0353,atcosim/WAVdata/sm2/sm2_01/sm2_01_190.wav
lufthansa triple three zero is identified climb flight level two seven zero ,011_0354,atcosim/WAVdata/sm2/sm2_01/sm2_01_191.wav
delta november alfa proceed to nah fly heading one eight zero ,011_0355,atcosim/WAVdata/sm2/sm2_01/sm2_01_192.wav
sunwing five two one two contact zurich one three four decimal six ,011_0356,atcosim/WAVdata/sm2/sm2_01/sm2_01_193.wav
is alitalia two nine one still with me ,011_0357,atcosim/WAVdata/sm2/sm2_01/sm2_01_194.wav
sunwing five two one four contact zurich one three three decimal four ,011_0358,atcosim/WAVdata/sm2/sm2_01/sm2_01_195.wav
delta echo charlie continue descent to flight level three five zero ,011_0359,atcosim/WAVdata/sm2/sm2_01/sm2_01_196.wav
algerie two zero seven three climb flight level two eight zero ,011_0360,atcosim/WAVdata/sm2/sm2_01/sm2_01_197.wav
scandinavian six eight seven turn right one five degrees ,011_0361,atcosim/WAVdata/sm2/sm2_01/sm2_01_198.wav
lufthansa four five eight two is identified climb to flight level two seven zero ,011_0362,atcosim/WAVdata/sm2/sm2_01/sm2_01_199.wav
lufthansa triple three zero climb to flight level two nine zero ,011_0363,atcosim/WAVdata/sm2/sm2_01/sm2_01_200.wav
scandinavian six eight seven can you increase the speed by two zero knots ,011_0364,atcosim/WAVdata/sm2/sm2_01/sm2_01_201.wav
thank you break alitalia four six nine can you reduce your speed by ten knots ,011_0365,atcosim/WAVdata/sm2/sm2_01/sm2_01_202.wav
ah thank you very much ,011_0366,atcosim/WAVdata/sm2/sm2_01/sm2_01_203.wav
tunair four eight zero two contact rhein one two seven decimal three seven <FL> </FL> ,011_0367,atcosim/WAVdata/sm2/sm2_01/sm2_01_204.wav
ah sorry ,011_0368,atcosim/WAVdata/sm2/sm2_01/sm2_01_205.wav
algerie two zero seven three climb expeditiously flight level three three zero ,011_0369,atcosim/WAVdata/sm2/sm2_01/sm2_01_206.wav
alitalia three six nine contact zurich one three four decimal six ,011_0370,atcosim/WAVdata/sm2/sm2_01/sm2_01_207.wav
delta november alfa fly heading one eight five ,011_0371,atcosim/WAVdata/sm2/sm2_01/sm2_01_208.wav
tunair four eight zero two that is rhein radar one two seven decimal three seven ,011_0372,atcosim/WAVdata/sm2/sm2_01/sm2_01_209.wav
aero lloyd five six two turn right to hochwald afterwards to st prex flight planned route ,011_0373,atcosim/WAVdata/sm2/sm2_01/sm2_01_210.wav
delta echo charlie descend now flight level two nine zero descend at good rate ,011_0374,atcosim/WAVdata/sm2/sm2_01/sm2_01_211.wav
lufthansa four five eight two climb to flight level two nine zero ,011_0375,atcosim/WAVdata/sm2/sm2_01/sm2_01_212.wav
delta echo charlie contact rhein radar one three two decimal four ,011_0376,atcosim/WAVdata/sm2/sm2_01/sm2_01_213.wav
lufthansa four two one nine rhein radar one three two decimal four ,011_0377,atcosim/WAVdata/sm2/sm2_01/sm2_01_214.wav
[EMPTY] ,011_0378,atcosim/WAVdata/sm2/sm2_01/sm2_01_215.wav
merair six nine four four ,011_0379,atcosim/WAVdata/sm2/sm2_01/sm2_01_216.wav
ah disregard ,011_0380,atcosim/WAVdata/sm2/sm2_01/sm2_01_217.wav
delta november alfa maintain heading report your heading to ah make it milano one three four decimal five two ,011_0381,atcosim/WAVdata/sm2/sm2_01/sm2_01_218.wav
lufthansa three five zero eight contact milano one three four decimal five two good bye ,011_0382,atcosim/WAVdata/sm2/sm2_01/sm2_01_219.wav
alitalia four six nine report your heading ,011_0383,atcosim/WAVdata/sm2/sm2_01/sm2_01_220.wav
thank you ,011_0384,atcosim/WAVdata/sm2/sm2_01/sm2_01_221.wav
scandinavian six eight seven fly heading one eight four ,011_0385,atcosim/WAVdata/sm2/sm2_01/sm2_01_222.wav
<OT> thank you very much </OT> ,011_0386,atcosim/WAVdata/sm2/sm2_01/sm2_01_223.wav
good morning sabena four eight one radar contact ,012_0001,atcosim/WAVdata/sm3/sm3_01/sm3_01_001.wav
speedbird one five six radar contact ,012_0002,atcosim/WAVdata/sm3/sm3_01/sm3_01_002.wav
transavia three eight one call zurich on one three four six ,012_0003,atcosim/WAVdata/sm3/sm3_01/sm3_01_003.wav
[EMPTY] ,012_0004,atcosim/WAVdata/sm3/sm3_01/sm3_01_004.wav
transwede one zero one radar contact ,012_0005,atcosim/WAVdata/sm3/sm3_01/sm3_01_005.wav
india oscar kilo call rhein on one two seven three seven good day ,012_0006,atcosim/WAVdata/sm3/sm3_01/sm3_01_006.wav
swissair nine three five two roger radar contact ,012_0007,atcosim/WAVdata/sm3/sm3_01/sm3_01_007.wav
lufthansa eight two six eight good morning climb to flight level two nine zero ,012_0008,atcosim/WAVdata/sm3/sm3_01/sm3_01_008.wav
swissair six five two zero guten tag in radar contact ,012_0009,atcosim/WAVdata/sm3/sm3_01/sm3_01_009.wav
swissair nine three five two continue climb to level three five zero ,012_0010,atcosim/WAVdata/sm3/sm3_01/sm3_01_010.wav
lufthansa eight two six eight continue present heading ,012_0011,atcosim/WAVdata/sm3/sm3_01/sm3_01_011.wav
speedbird one five six call rhein on one two seven three seven ,012_0012,atcosim/WAVdata/sm3/sm3_01/sm3_01_012.wav
sabena eight three eight radar contact ,012_0013,atcosim/WAVdata/sm3/sm3_01/sm3_01_013.wav
lufthansa eight two six eight what's your rate of climb ,012_0014,atcosim/WAVdata/sm3/sm3_01/sm3_01_014.wav
