transcription,recording_id,labels,model_transcription
p s a five two six hotel rhein radar identified ,011_0078,"[3 4 3 4 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 3 3 3 3 3 4]",BER AS OUR FIVE TOISIX HOTEL RINE RAIDER IDENDIFIED
viva five eight five turn left to frankfurt ,011_0079,"[3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3
 3 3 3 3 3 3 4]",YOU ARE FIVE EIGHT FIVE TEN LEFT TO FRANGFOT
jet set one four two nine contact rhein one two seven decimal three seven ,011_0080,"[3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",CHETZ AT ONE FORTU NINE A CONTECTRINE ONE TWO SEVEN DESMULTRIE SEVEN
air malta zero zero four rhein radar one two seven three seven ,011_0081,"[3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",AMOLTUSRUSEROFOR RHIN RAT OR ONE TWO SEVEN THREE SEVEN
alitalia four zero one ah rhein identified climb flight level two seven zero ,011_0082,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 4]",ALITALIA FOR CIROWANA RHINE IDENTIFIET CLAMP FLAT LITTLE TWO SEVEN SYIL
sabena eight three two contact rhein one two seven three seven ,011_0083,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",SABINA ET TREE TWO CONTICRINE ONE TWO SEVEN THREE SEVEN
sabena seven eight one six turn left to gotil ,011_0084,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4
 3 3 4 3 3 3 3 3 4]",SAPINA SEVEN EIGHT ONE SIX TURN LEFT TO CORTILLE
viva five eight five contact rhein one two seven decimal three seven ,011_0085,"[3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",VIVAR FIVE FEIGHT FIVE CONTA FINE ONE TWO SEVEN DESIMULTRIE SEVEN
hapag lloyd three five five one rhein identified ,011_0086,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 3 3 3 3 3 4]",HABACLOI TRE FIVE FIVE FON RHINE I DEN'TIFIED
aero lloyd five nine zero contact zurich one three four decimal six ,011_0088,"[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",EVOLOAT FIVE NINE SIVO CONTECT SILI ONTLY FOUR DESMAL SIX
britannia triple two alfa proceed direct to kempten ,011_0089,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 4 3 3 4 3 3 3 3 3 3 3 4]",RITANIATRIPLTU ARFAPROCIDAVIC TO CEMPTON
k l m two six four contact rhein one two seven three seven ,011_0090,"[3 4 3 4 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",CALEM TWO SIX FORCONTECINE ONE TWO SEVEN THREE SEVEN
sabena seven eight one six rhein one two seven three seven ,011_0091,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",SABINA SEVEN EIGHT ONE SIX RINE ONE TWO SEVEN THRTE SEVEN
belstar five zero two hotel rhein identified ,011_0092,"[3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 3 3 3 3 3 4]",THAT'S O FIVE SYLLA TWO OR TUR RHINAT AN DEFINED
gulf air zero zero seven rhein identified ,011_0093,"[3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3
 3 3 3 3 4]",GO  FOUD SILVER SILVER SEVEN RHINE IDENTIFIT
lufthansa four six five two zurich radar one three four decimal six ,011_0094,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",LUFTURNS AR FOUR SIX FIVE TUTSULY CRATE OUR ONE THREE FOUR DESIMAL SIX
lufthansa four four one six rhein identified stand by for higher turn ah left by one five degrees ,011_0095,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3
 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4]",LOFTANZA FOR FOR ONE SIX RHINE IDENTIFYIT STAND BY FOR HIER TURNE LEFT BY ONE FIVE DEGREES
alitalia four zero one climb flight level two nine zero ,011_0096,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",ALITALIA FORSI ROBAN FLAN FLAT LEVEL TWO NINOCIRO
lufthansa four four one six climb flight level two nine zero ,011_0097,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",LUFTANZAR FOR FORT ONCE EXCLAIMED FLIGHT LEVEL TWO NINEO CIVO
alitalia station co ah alitalia four eight seven i got it youre identified ,011_0098,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 4 3 4 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3
 4]",AL ITALIA STATION COA AL ITALIA FOR EIGHT SEVEN I GOT IT YOU ARE RIGHT ANDIFIED
speedbird one two four rhein identified ,011_0099,"[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3
 3 3 4]",BETBIRT ONE TWO FOR RHINE I DENDYFINT
delta india mike lima lima rhein radar identified ,011_0100,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 3 3 3 3 3 3 3 3 4]",DEL INDIA MIGHT LIMA LIMA RHIN RAIDA EYED AND DEFINED HIM
p s a five two six hotel contact rhein one ah three two decimal four ,011_0101,"[3 4 3 4 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",BEST THOU FIVE TWO SIX ATELI CONTECTRAYN AWANNA PRITU DAS MAFOR
lufthansa four four one six right turn to trasadingen ,011_0102,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4]",LUFTENZAFOFO ONE IX RIT UNTO TRAZADINGEN
alitalia one one nine zurich one three four decimal six ,011_0103,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3
 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",ALITALIA VONVONANOTSOLI UANTRI FOR DESMO SIX
alitalia four eight five zurich one three three decimal four ,011_0104,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",ALITALIA FOUR EIGHT FIVE SILVE AN TRETREADESMAL FOUR
netherlands air force three four identified ,011_0105,"[3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3
 3 3 3 3 3 3 4]",LE FLANCER FONSE THREE FOUR I DENTIFIND IM
three five sorry ,011_0106,[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4],TREE FIVE TORRY
oscar oscar papa hotel india rhein radar identified ,011_0107,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4]",OSCASCAPAPA HO TELL INDIA RHINE RAIDER I DIDN DEFIND
turkish five one five rhein identified ,011_0108,"[3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3
 3 4]",TURKISH FIVE ONE FIVE FR RINE IDENDIFIND
alitalia four zero one contact zurich one three four decimal six ,011_0109,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3
 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",AITALIA FONCI R ONE CONTECSURI UON TRI FORDESMO SIX
gulf air zero zero seven contact rhein one two seven decimal three seven ,011_0110,"[3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",GAFAR SILLA SLLA SEVEN CONTICTINE ONE TWO SEVEN DESMULTRI SEVEN
europa three six three rhein radar identified proceed direct to frankfurt ,011_0111,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 4]",I WILL PAT THREE SIX THREE RHINE RADER ID AND DEFINED PWAS HE DIRECT TO FRANGFORT
britannia two two two alfa contact rhein one three two decimal four ,011_0112,"[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",BRIRANA TWO TO TO ANFACUONTECTRINE ONE TRE TWO DESMO FOUR
speedbird one two four contact rhein one two seven three seven good bye ,011_0113,"[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",SPEAPERAT ONE TWO FOR CONTECNINE ONE TWO SEVEN THREE SEVEN GOPIE
turkish five one five contact rhein one two seven three seven ,011_0114,"[3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",TOECISH FIVE ON FIVE CONTECTRINE ONE TWO SEVEN THREE SEVEN
lufthansa four four one six contact zurich one three four decimal six ,011_0115,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3
 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",LOU TENZAFOR FO WAN SIX CONTECULI ONE TRE FODESMOL SIX
lufthansa three five five six rhein radar identified turn left by ten degrees and climb flight level two six zero ,011_0116,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3
 3 3 4]",LOUFTUNS A THREE FIVE FIVE SIX RHINE RADA IDENTIFIED TURN A LEFT BY TEN DEGREES AND CLIMB FLIGHT LEVEL TO SIXYRO
midland seven two zero rhein radar identified ,011_0117,"[3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 3 3 3 3 3 4]",MID LEND SEVEN TOOTHTHOUGH A RINE RATER IDENTIFID
station calling say again ,011_0118,[3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4],FERSIAN COLLING SIGEN
sabena nine three ah six nine rhein identified ,011_0119,"[3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 3 3 3 3 3 4]",SAPPING A NINE THREE A SIX NINE RHINA DIDN DEFINED
hapag lloyd three five five one contact zurich one three three decimal four ,011_0120,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 4]",APAGLOT RE FIVE FIVE FON CONTEXYRISH VANTRY TREADES MOFORT
lufthansa three five five six climb flight level two nine zero ,011_0121,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",LAUFTAN'S THREE FIVE FIVE SIX GLIME FLIGHT LEVEL TO NINOCYRO
alitalia two nine two rhein identified ,011_0122,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3
 3 4]",AL ITALIA TU NANA TO RHINAD AN DEFINE
lufthansa three five five six set course to trasadingen ,011_0123,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3
 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4]",LUAFTONS TO THREE FIVE FIVE SIX HAD COST A CLASITTING IN
p s a five zero two hotel contact rhein one two three decimal four ,011_0124,"[3 4 3 4 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",BEST OUR FIVE SY TO OR TELEQUENTECTI IN ONE TRI TU DESMOFOR
speedbird one two two guten tag identified ,011_0125,"[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3
 3 3 3 3 3 4]",BEAT BUELD ONE TOO TOOB WENTAG ADINDIFIED
alitalia four eight seven contact zurich one three four decimal six ,011_0126,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",AT ITALIAFOI SEVEN CONTECSURISH ONE TREI FOUR ISMA SIX
alitalia one four nine rhein identified ,011_0127,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3
 3 3 4]",ALITALI I ONE FOR NINE A RINE IDENTIFIED
midland seven two zero turn right by one five degrees ,011_0128,"[3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4
 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4]",MIDLEND SEVEN TO S SILAW TURN RIGHT BY ONE FIVE DEGREES
delta india charlie papa alfa contact zurich one three four decimal six ,011_0129,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",THERERE THAT INDIA CHARLEY PAPA IFON CONTEC SILI QUANTRI FOR DESIMALSIX
britannia two three six alfa rhein radar identified ,011_0130,"[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4]",BRETANIA TUTRI SIX I FAR RHINE RATE IDENTIFIED
oscar oscar papa hotel india contact rhein one three two decimal four ,011_0131,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",WOSCAIS CANPAPA HOTELL IN DIAQUINTIC RINE ONE TREE TWO DESMA FOR
midland seven two zero climb flight level three five zero ,011_0132,"[3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",MIT LEND SEVEN TOO SIVOL CLAMFLIGHT LEVELLE THREE FIVE SIGUL
sabena eight zero one rhein identified ,011_0133,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3
 3 4]",SAPINAATE IVEVAN RHINIDE AND DEFIED
alitalia one five seven rhein identified ,011_0134,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3
 3 3 3 4]",ALITALIA ONE FIVE SEVEN RHINE HAD INDIFID
netherlands air force three five contact rhein one three two decimal four ,011_0135,"[3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",TE LANZERPHON THREE FIVE CONTICTRINE ONE THREE TWO DESMAL FOUR
midland seven two zero set course to costa ,011_0136,"[3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3 4
 3 3 3 3 3 4]",MITLAND SEVEN TWO CEROS HAD CAUS TO COSTAF
charlie oscar alfa ,011_0137,[3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4],CHARLIE OSCAR EPHAM
okay so make it november tango mike ,011_0138,[3 3 3 3 4 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4],OCCADSI MAKE IT IN NOVEMBER TENGO MIKE
midland seven two zero contact rhein one two seven three seven ,011_0139,"[3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",IT LENT SEVEN TWO SIVOR CONTECINE ONE TWO SEVEN THREE SEVEN
lufthansa three five five six contact zurich one three four decimal six ,011_0140,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",LOFTENSA TREE FIVE FIVE SIX CONTEXULRI ONE TRE FOUR DESIMAL SIX
sabena nine three six nine right turn to trasadingen ,011_0141,"[3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 4 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4]",SAPPINA NINA THREE SIX NINA RITURN TO TRASDINGEN
lufthansa three six three eight rhein radar identified climb flight level two seven zero ,011_0142,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",OF TUNZA THREE SIX REEIGHT RHINE RADA IDENTIFIED CLIMBFLID LEVEL TWO SEVEN CIRO
alitalia two nine two turn left to gotil ,011_0143,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3
 3 3 3 4]",A LITALIA TWO NDINE OR TWO TURN LEFT TO CORTILLE
europa three six three contact rhein one two seven decimal three seven ,011_0144,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",I ROL PAN TREE SIX TREE CONTECTINE ONE TWO SEVEN DETHMAL THREE SEVEN
speedbird one two two contact rhein one two seven decimal three seven ,011_0145,"[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",BE BET ONE TO TWO CONTECRINE ONE TWO SEVEN DESIMULTRIE SEVEN
jet set four nine seven rhein radar identified ,011_0146,"[3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 3 3 3 3 3 4]",CHETS HAT FORNINE AR SEVEN A RHINE RADER IDENTIFIND
sabena nine three six nine turn right direct to foxtrot romeo india ,011_0147,"[3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",SABEN A NIN O THREE SIX NINO TURN RIE DIRECT TWO FOXTRO GLOMEO INDIA
delta india mike lima lima contact zurich one three four decimal six ,011_0148,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",DETA INDIA MICLI MALI MACONTECTIRI ONE THREE FOUR DE SEMOR SIX
condor two one eight rhein radar identified ,011_0149,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 3 3 3 3 3 3 4]",CONDOR TU ONE AH BINE RAIDER IDENTIFIED
alitalia four one three rhein identified climb flight level two five zero set course trasadingen ,011_0150,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4
 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4]",ALITALIA FOR ONE THREE RHINE I DENTIFIND TO CLIMB FLY LEVELE TWO FIVE SELS AT CONSE CLASSETTING IN
alitalia four six five rhein radar identified ,011_0151,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 3 3 3 3 3 4]",ALITALIA FOR SIX FIVE FRINE RAIDAR IDENTIFIED
swissair seven eight three romeo rhein identified ,011_0152,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 3 3 3 3 3 3 3 3 4]",SWEE SAR SEVEN EIGHT TREE ROMEO RHINE I DENDIFIND
